sample,total_count,cell_type,population,percentage
122,102361,cd4_t_cell,31029,30.313302918103574
122,102361,nk_cell,11544,11.277732730239055
122,102361,monocyte,21255,20.764744385068532
123,101404,cd4_t_cell,29889,29.47516863240109
123,101404,b_cell,8588,8.469093921344326
123,101404,nk_cell,17161,16.923395526803674
123,101404,monocyte,19142,18.8769673780127
123,101404,cd8_t_cell,26624,26.255374541438208
124,91040,cd4_t_cell,28332,31.120386643233743
124,91040,b_cell,7220,7.930579964850615
124,91040,nk_cell,12327,13.540202108963092
124,91040,monocyte,19553,21.477372583479788
124,91040,cd8_t_cell,23608,25.93145869947276
125,108174,b_cell,18039,16.67591103222586
125,108174,monocyte,15254,14.101355223990977
125,108174,cd8_t_cell,34464,31.85978146319818
125,108174,nk_cell,13365,12.35509456985967
125,108174,cd4_t_cell,27052,25.00785771072531
126,93769,monocyte,21082,22.48291013021361
126,93769,cd8_t_cell,21622,23.058793417867314
126,93769,b_cell,8794,9.37836598449381
126,93769,cd4_t_cell,29419,31.373908221267154
126,93769,nk_cell,12852,13.706022246158112
127,105638,cd8_t_cell,25347,23.994206630189893
127,105638,b_cell,12536,11.866941820178345
127,105638,cd4_t_cell,24468,23.16211969177758
127,105638,monocyte,23448,22.196558056759876
127,105638,nk_cell,19839,18.780173801094303
128,102875,monocyte,20747,20.16719319562576
128,102875,nk_cell,16425,15.965978128797085
128,102875,cd8_t_cell,31155,30.284325637910086
128,102875,cd4_t_cell,24291,23.612150668286755
128,102875,b_cell,10257,9.970352369380315
129,97799,monocyte,18492,18.908168795181954
129,97799,nk_cell,12222,12.497060297140052
129,97799,b_cell,8578,8.77105082874058
129,97799,cd8_t_cell,24695,25.2507694352703
129,97799,cd4_t_cell,33812,34.57295064366711
130,110509,monocyte,20808,18.829235627867412
130,110509,b_cell,9491,8.588440760481046
130,110509,nk_cell,29957,27.108199332181087
130,110509,cd4_t_cell,29379,26.585165009184774
130,110509,cd8_t_cell,20874,18.888959270285678
131,94983,cd4_t_cell,33782,35.56636450733289
131,94983,b_cell,13475,14.186749207752966
131,94983,cd8_t_cell,19647,20.684754113894066
131,94983,monocyte,15810,16.645083857111274
131,94983,nk_cell,12269,12.917048313908804
132,104383,monocyte,21155,20.26671009647165
132,104383,nk_cell,10838,10.382916758475998
132,104383,b_cell,12071,11.56414358659935
132,104383,cd4_t_cell,37366,35.797016755601966
132,104383,cd8_t_cell,22953,21.98921280285104
133,103248,nk_cell,8310,8.048582054858205
133,103248,cd8_t_cell,30577,29.615101503176817
133,103248,b_cell,8998,8.714938788160545
133,103248,monocyte,16209,15.699093444909346
133,103248,cd4_t_cell,39154,37.922284208895086
134,94929,nk_cell,19431,20.468982081345004
134,94929,cd8_t_cell,19854,20.91457826375502
134,94929,b_cell,5345,5.630523865204521
134,94929,cd4_t_cell,21093,22.219764244856684
134,94929,monocyte,29206,30.766151544838777
135,111728,monocyte,20034,17.93104682801088
135,111728,cd4_t_cell,33379,29.875232708005157
135,111728,cd8_t_cell,30479,27.27964341973364
135,111728,b_cell,6364,5.69597594157239
135,111728,nk_cell,21472,19.21810110267793
136,105539,cd4_t_cell,36775,34.84493883777561
136,105539,b_cell,9477,8.979618908649883
136,105539,monocyte,19474,18.45194667374146
136,105539,nk_cell,15303,14.4998531348601
136,105539,cd8_t_cell,24510,23.223642444972945
137,103610,b_cell,13112,12.65514911688061
137,103610,monocyte,18754,18.100569443103947
137,103610,cd4_t_cell,34563,33.35874915548692
137,103610,nk_cell,9519,9.187337129620692
137,103610,cd8_t_cell,27662,26.69819515490783
138,93142,monocyte,16855,18.096025423546845
138,93142,b_cell,10705,11.493203925189496
138,93142,cd4_t_cell,26058,27.976637821820443
138,93142,cd8_t_cell,24949,26.78598269309227
138,93142,nk_cell,14575,15.648150136350946
139,98502,monocyte,15630,15.867698117804716
139,98502,cd4_t_cell,32718,33.21556922702077
139,98502,nk_cell,13985,14.197681265355019
139,98502,cd8_t_cell,27913,28.337495685366793
139,98502,b_cell,8256,8.381555704452701
140,94698,nk_cell,16992,17.943356776278275
140,94698,cd8_t_cell,26253,27.72286637521384
140,94698,cd4_t_cell,23476,24.790386280597268
140,94698,b_cell,10349,10.928425098734925
140,94698,monocyte,17628,18.614965469175697
141,103696,cd4_t_cell,35662,34.390911896312296
141,103696,monocyte,21325,20.564920536954173
141,103696,nk_cell,13171,12.701550686622435
141,103696,b_cell,4896,4.721493596667181
141,103696,cd8_t_cell,28642,27.62112328344391
142,98991,cd4_t_cell,32331,32.66054489802103
142,98991,monocyte,17299,17.475326039740988
142,98991,nk_cell,12124,12.24757806265216
142,98991,cd8_t_cell,26865,27.138830802800257
142,98991,b_cell,10372,10.477720196785565
143,95184,b_cell,7954,8.356446461590183
143,95184,cd8_t_cell,32400,34.039334341906205
143,95184,monocyte,10588,11.123718271978483
143,95184,nk_cell,19369,20.349008236678433
143,95184,cd4_t_cell,24873,26.1314926878467
144,98439,nk_cell,8182,8.311746360690377
144,98439,cd4_t_cell,27371,27.805036621664176
144,98439,cd8_t_cell,37150,37.73910746756875
144,98439,monocyte,17879,18.16251688863154
144,98439,b_cell,7857,7.98159266144516
145,96711,cd4_t_cell,24589,25.425236012449464
145,96711,nk_cell,18544,19.1746543826452
145,96711,b_cell,9816,10.149827837577938
145,96711,monocyte,16550,17.11284135206957
145,96711,cd8_t_cell,27212,28.13744041525783
146,108534,nk_cell,9906,9.127093813920062
146,108534,b_cell,1835,1.690714430501041
146,108534,cd8_t_cell,32579,30.017321760922844
146,108534,monocyte,23790,21.919398529493062
146,108534,cd4_t_cell,40424,37.245471465162986
147,107835,cd8_t_cell,27312,25.327583808596465
147,107835,nk_cell,12925,11.985904390967681
147,107835,b_cell,9384,8.70218389205731
147,107835,cd4_t_cell,35855,33.24987249037882
147,107835,monocyte,22359,20.734455417999722
148,95497,cd4_t_cell,27844,29.156936867126714
148,95497,nk_cell,16625,17.408923840539494
148,95497,b_cell,12464,13.051718902164467
148,95497,monocyte,14080,14.743918657130589
148,95497,cd8_t_cell,24484,25.638501733038733
149,106825,cd4_t_cell,31822,29.78890709103674
149,106825,monocyte,18064,16.90989936812544
149,106825,b_cell,7999,7.4879475778141815
149,106825,nk_cell,18101,16.94453545518371
149,106825,cd8_t_cell,30839,28.86871050783992
150,90252,monocyte,20545,22.764038470061607
150,90252,cd4_t_cell,30706,34.02251473651553
150,90252,cd8_t_cell,23193,25.698045472676505
150,90252,b_cell,6574,7.284049106944998
150,90252,nk_cell,9234,10.231352213801356
151,94188,monocyte,17373,18.445024843929165
151,94188,cd8_t_cell,25079,26.62653416571113
151,94188,nk_cell,21948,23.30233150719837
151,94188,b_cell,10045,10.664840531702552
151,94188,cd4_t_cell,19743,20.961268951458784
152,101748,cd8_t_cell,23103,22.70609741714825
152,101748,b_cell,10029,9.856704800094352
152,101748,nk_cell,16235,15.956087588945236
152,101748,monocyte,17901,17.59346621063805
152,101748,cd4_t_cell,34480,33.887643983174115
153,105449,cd8_t_cell,27496,26.075164297432885
153,105449,nk_cell,18319,17.372379064761166
153,105449,monocyte,16853,15.982133543229429
153,105449,cd4_t_cell,30009,28.45830685924001
153,105449,b_cell,12772,12.112016235336514
154,98244,b_cell,4851,4.937706119457677
154,98244,monocyte,14743,15.006514392736452
154,98244,nk_cell,20254,20.61601726314075
154,98244,cd4_t_cell,29002,29.520377834778717
154,98244,cd8_t_cell,29394,29.919384389886407
155,98358,monocyte,13591,13.817889749689908
155,98358,cd4_t_cell,29519,30.01179365176193
155,98358,b_cell,9098,9.249883080176497
155,98358,nk_cell,15004,15.254478537587183
155,98358,cd8_t_cell,31146,31.665954980784484
156,95669,monocyte,21973,22.967732494329407
156,95669,nk_cell,14077,14.714275261578985
156,95669,b_cell,12105,12.653001494737062
156,95669,cd8_t_cell,22220,23.22591435052107
156,95669,cd4_t_cell,25294,26.43907639883348
157,107396,b_cell,12798,11.916644940221238
157,107396,monocyte,23759,22.12279786956684
157,107396,cd4_t_cell,25824,24.045588290066668
157,107396,nk_cell,15303,14.249134045960743
157,107396,cd8_t_cell,29712,27.665834854184514
158,99524,cd4_t_cell,30837,30.98448615409348
158,99524,monocyte,14471,14.54021140629396
158,99524,cd8_t_cell,28693,28.830231903862387
158,99524,b_cell,9304,9.348498854547648
158,99524,nk_cell,16219,16.296571681202522
159,108497,monocyte,17569,16.193074462888372
159,108497,b_cell,10899,10.04543904439754
159,108497,cd8_t_cell,30942,28.51876088739781
159,108497,nk_cell,11928,10.993852364581508
159,108497,cd4_t_cell,37159,34.24887324073477
160,108795,cd8_t_cell,30893,28.39560641573602
160,108795,cd4_t_cell,37824,34.76630359851096
160,108795,monocyte,20129,18.501769382784136
160,108795,nk_cell,15030,13.81497311457328
160,108795,b_cell,4919,4.521347488395606
161,108402,b_cell,11706,10.798693751037804
161,108402,cd4_t_cell,27508,25.375915573513403
161,108402,monocyte,18520,17.08455563550488
161,108402,nk_cell,23555,21.72930388738215
161,108402,cd8_t_cell,27113,25.011531152561762
162,102499,b_cell,12077,11.782553976136352
162,102499,cd4_t_cell,34285,33.44910682055435
162,102499,monocyte,15854,15.46746797529732
162,102499,cd8_t_cell,25698,25.071464111844993
162,102499,nk_cell,14585,14.229407116166987
163,104732,cd4_t_cell,37866,36.155138830538895
163,104732,nk_cell,8485,8.10163082916396
163,104732,cd8_t_cell,28692,27.395638391322613
163,104732,monocyte,18338,17.5094526983157
163,104732,b_cell,11351,10.838139250658825
164,100756,cd8_t_cell,26866,26.664417007423875
164,100756,nk_cell,8636,8.571201715034341
164,100756,monocyte,24226,24.044225654055342
164,100756,b_cell,11872,11.782921116360317
164,100756,cd4_t_cell,29156,28.937234507126124
165,111486,cd8_t_cell,19245,17.262257144394813
165,111486,nk_cell,23862,21.4035843065497
165,111486,monocyte,21456,19.24546579839621
165,111486,b_cell,11804,10.587876504673233
165,111486,cd4_t_cell,35119,31.50081624598604
166,111770,nk_cell,21756,19.464972711818916
166,111770,monocyte,26183,23.425785094390267
166,111770,cd4_t_cell,33200,29.703856133130536
166,111770,b_cell,9198,8.229399660016105
166,111770,cd8_t_cell,21433,19.17598640064418
167,108425,monocyte,19194,17.702559372838365
167,108425,nk_cell,12901,11.89854738298363
167,108425,b_cell,9538,8.796864191837676
167,108425,cd4_t_cell,26658,24.58658058565829
167,108425,cd8_t_cell,40134,37.01544846668204
168,102412,cd8_t_cell,32947,32.17103464437761
168,102412,monocyte,12267,11.978088505253291
168,102412,b_cell,8186,7.993203921415459
168,102412,cd4_t_cell,30370,29.654727961567
168,102412,nk_cell,18642,18.20294496738663
169,93829,monocyte,14590,15.549563567766894
169,93829,b_cell,8106,8.639120101461168
169,93829,cd8_t_cell,23215,24.741817561734646
169,93829,cd4_t_cell,33236,35.4218844920014
169,93829,nk_cell,14682,15.647614277035885
170,98457,cd8_t_cell,25161,25.55531856546513
170,98457,cd4_t_cell,26639,27.056481509694585
170,98457,monocyte,24495,24.878881135927358
170,98457,b_cell,7984,8.10912377992423
170,98457,nk_cell,14178,14.400195008988694
171,92121,cd8_t_cell,23390,25.390518991326626
171,92121,b_cell,11525,12.510719597051704
171,92121,cd4_t_cell,22299,24.206207053766242
171,92121,monocyte,20789,22.56705854256901
171,92121,nk_cell,14118,15.325495815286416
172,94096,monocyte,19145,20.34624213569121
172,94096,b_cell,11364,12.077027716374767
172,94096,cd4_t_cell,28674,30.47313382077878
172,94096,nk_cell,11737,12.47343138921952
172,94096,cd8_t_cell,23176,24.630164937935724
173,96509,monocyte,23840,24.702359365447784
173,96509,cd4_t_cell,28266,29.28846014361355
173,96509,nk_cell,9801,10.15552953610544
173,96509,b_cell,7082,7.338175714182096
173,96509,cd8_t_cell,27520,28.515475240651135
174,97817,nk_cell,20805,21.269309015815246
174,97817,monocyte,14505,14.828710755799094
174,97817,cd4_t_cell,32965,33.70068597483055
174,97817,b_cell,7405,7.5702587484793025
174,97817,cd8_t_cell,22137,22.631035505075804
175,107707,b_cell,11412,10.595411625985312
175,107707,nk_cell,13648,12.671414114217274
175,107707,cd4_t_cell,36667,34.04328409481278
175,107707,monocyte,22975,21.331018411059635
175,107707,cd8_t_cell,23005,21.358871753924998
176,97220,cd4_t_cell,31741,32.64863196873071
176,97220,nk_cell,13042,13.414935198518824
176,97220,monocyte,26575,27.334910512240278
176,97220,cd8_t_cell,18491,19.01974902283481
176,97220,b_cell,7371,7.581773297675376
177,102788,cd8_t_cell,30273,29.451881542592524
177,102788,b_cell,10580,10.293030314822742
177,102788,monocyte,17846,17.361948865626335
177,102788,nk_cell,18621,18.115927929330272
177,102788,cd4_t_cell,25468,24.77721134762813
178,109003,monocyte,21281,19.52331587204022
178,109003,b_cell,11377,10.437327413006981
178,109003,cd4_t_cell,35564,32.62662495527646
178,109003,cd8_t_cell,18189,16.6866966964212
178,109003,nk_cell,22592,20.72603506325514
179,95383,cd4_t_cell,26451,27.731356740718997
179,95383,b_cell,4366,4.577335583909083
179,95383,nk_cell,15829,16.595200402587462
179,95383,monocyte,23797,24.948890263464136
179,95383,cd8_t_cell,24940,26.14721700932032
180,99526,b_cell,10632,10.6826356931857
180,99526,monocyte,18053,18.138978759319173
180,99526,nk_cell,11859,11.915479372224343
180,99526,cd4_t_cell,34254,34.41713723047244
180,99526,cd8_t_cell,24728,24.845768944798344
181,106939,cd8_t_cell,19948,18.65362496376439
181,106939,nk_cell,20353,19.032345542786075
181,106939,cd4_t_cell,36652,34.27374484519212
181,106939,monocyte,20369,19.04730734343878
181,106939,b_cell,9617,8.992977304818634
182,96513,nk_cell,12671,13.12880130137909
182,96513,cd8_t_cell,14677,15.207277776050896
182,96513,monocyte,18209,18.866888398454094
182,96513,cd4_t_cell,43029,44.58363122066457
182,96513,b_cell,7927,8.213401303451349
183,90271,b_cell,8354,9.254356327059632
183,90271,nk_cell,18320,20.294446721538478
183,90271,cd8_t_cell,22921,25.39132168692049
183,90271,cd4_t_cell,24907,27.591363782388584
183,90271,monocyte,15769,17.46851148209281
184,101853,b_cell,13752,13.501811434125651
184,101853,monocyte,18862,18.518845787556575
184,101853,nk_cell,12478,12.25098917066753
184,101853,cd4_t_cell,29444,28.90832866974954
184,101853,cd8_t_cell,27317,26.820024937900698
185,90312,monocyte,13624,15.085481442111789
185,90312,cd8_t_cell,26342,29.167773939232884
185,90312,nk_cell,11517,12.752458145096998
185,90312,b_cell,8199,9.078527770395961
185,90312,cd4_t_cell,30630,33.91575870316237
186,99781,nk_cell,14883,14.91566530702238
186,99781,monocyte,19122,19.163969092312165
186,99781,b_cell,12451,12.478327537306702
186,99781,cd4_t_cell,21131,21.177378458824826
186,99781,cd8_t_cell,32194,32.26465960453393
187,97273,cd8_t_cell,22858,23.498812620151533
187,97273,cd4_t_cell,25999,26.727868987283216
187,97273,b_cell,13389,13.764353931717949
187,97273,monocyte,22047,22.665076639972035
187,97273,nk_cell,12980,13.343887820875269
188,93651,nk_cell,12910,13.785223863066065
188,93651,monocyte,19179,20.479226062722233
188,93651,cd4_t_cell,30565,32.63713147750691
188,93651,b_cell,10012,10.690756105113666
188,93651,cd8_t_cell,20985,22.407662491591122
189,92269,cd4_t_cell,32117,34.808007022943784
189,92269,b_cell,7128,7.725238162329711
189,92269,cd8_t_cell,25593,27.737376583684657
189,92269,nk_cell,9460,10.252630894449924
189,92269,monocyte,17971,19.47674733659192
190,107702,b_cell,5835,5.417726690312158
190,107702,cd4_t_cell,30147,27.991123656013816
190,107702,cd8_t_cell,30522,28.33930660526267
190,107702,monocyte,27256,25.30686523927132
190,107702,nk_cell,13942,12.944977809140035
191,97633,b_cell,10650,10.908197023547366
191,97633,nk_cell,12249,12.545962942857436
191,97633,monocyte,18500,18.94851126156115
191,97633,cd4_t_cell,25785,26.410127723208344
191,97633,cd8_t_cell,30449,31.187201048825703
192,93422,cd4_t_cell,29905,32.01066130033611
192,93422,monocyte,19969,21.375050844554817
192,93422,nk_cell,11715,12.539872835092378
192,93422,cd8_t_cell,22342,23.91513776198326
192,93422,b_cell,9491,10.159277258033441
193,104288,cd4_t_cell,33863,32.47065817735502
193,104288,monocyte,17710,16.981819576557225
193,104288,cd8_t_cell,22778,21.841439091745933
193,104288,b_cell,12614,12.095351334765265
193,104288,nk_cell,17323,16.610731819576557
194,94766,monocyte,17927,18.91712217461959
194,94766,cd4_t_cell,32860,34.67488339699892
194,94766,nk_cell,14690,15.501340143089292
194,94766,cd8_t_cell,21040,22.20205558955744
194,94766,b_cell,8249,8.704598695734758
195,110093,b_cell,9581,8.702642311500277
195,110093,cd4_t_cell,31555,28.662131107336524
195,110093,cd8_t_cell,23430,21.282007030419734
195,110093,monocyte,28496,25.883571162562564
195,110093,nk_cell,17031,15.4696483881809
196,106348,nk_cell,20760,19.52081844510475
196,106348,b_cell,5599,5.2647910633016135
196,106348,monocyte,22474,21.132508368751644
196,106348,cd8_t_cell,22344,21.01026817617633
196,106348,cd4_t_cell,35171,33.071613946665664
197,105242,monocyte,23036,21.888599608521314
197,105242,cd4_t_cell,24501,23.28062940651071
197,105242,cd8_t_cell,33379,31.716425001425286
197,105242,nk_cell,12489,11.866935253986052
197,105242,b_cell,11837,11.247410729556641
198,112100,cd4_t_cell,25884,23.090098126672615
198,112100,b_cell,11947,10.657448706512044
198,112100,monocyte,34147,30.461195361284567
198,112100,cd8_t_cell,26396,23.546833184656556
198,112100,nk_cell,13726,12.24442462087422
199,98854,b_cell,14721,14.891658405325025
199,98854,cd4_t_cell,32669,33.04772695085682
199,98854,monocyte,21877,22.130616869322438
199,98854,nk_cell,11559,11.69300180063528
199,98854,cd8_t_cell,18028,18.23699597386044
200,98997,b_cell,10134,10.236673838601169
200,98997,cd8_t_cell,25566,25.825025000757602
200,98997,cd4_t_cell,32902,33.235350566178774
200,98997,monocyte,18307,18.492479570087983
200,98997,nk_cell,12088,12.210471024374476
201,107968,b_cell,12506,11.583061647895674
201,107968,nk_cell,16304,15.10077059869591
201,107968,cd8_t_cell,22619,20.949725844694726
201,107968,monocyte,22907,21.216471547125074
201,107968,cd4_t_cell,33632,31.14997036158862
202,109619,b_cell,12230,11.156825002964814
202,109619,cd4_t_cell,29841,27.22247055711145
202,109619,nk_cell,13111,11.960517793448217
202,109619,monocyte,27965,25.511088406206955
202,109619,cd8_t_cell,26472,24.149098240268565
203,89878,cd4_t_cell,26495,29.478849106566678
203,89878,nk_cell,8000,8.900954627383786
203,89878,cd8_t_cell,23424,26.061995148979726
203,89878,monocyte,21700,24.14383942677852
203,89878,b_cell,10259,11.414361690291283
204,106620,cd8_t_cell,27927,26.193021947101858
204,106620,monocyte,22142,20.767210654661415
204,106620,nk_cell,13536,12.695554305008441
204,106620,cd4_t_cell,29998,28.135434252485464
204,106620,b_cell,13017,12.208778840742825
205,101142,cd8_t_cell,24825,24.54469953135196
205,101142,monocyte,23367,23.10316189120247
205,101142,cd4_t_cell,28201,27.882580925827057
205,101142,b_cell,8077,7.985802139566155
205,101142,nk_cell,16672,16.483755512052362
206,108697,b_cell,10714,9.856757776203576
